Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Depend),Outward issue link (Depend),Outward issue link (Depend),Outward issue link (Depend),Outward issue link (Depends),Outward issue link (Duplicate),Outward issue link (Relate),Outward issue link (Relate),Outward issue link (Relate),Outward issue link (Related),Outward issue link (Related),Outward issue link (Supersede),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Acceptance Criteria),Custom field (Actual Story Points),Custom field (Business Value),Custom field (Days since last comment),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (First Response Date),Custom field (Global Rank),Custom field (Last commented by a User),Custom field (Last updater),Custom field (Out of Scope),Custom field (Platform),Custom field (Pull Request URL),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Ranking),Custom field (Reference URL),Custom field (Spring Forum Reference),Sprint,Custom field (Story Points),Custom field (Virtual Machine),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Rename GenericRepository to Repository,DATACMNS-2,35041,35040,Sub-task,Closed,DATACMNS,Spring Data Commons,software,olivergierke,,,Major,Fixed,olivergierke,olivergierke,olivergierke,22/Nov/10 3:16 AM,25/Mar/13 9:25 AM,10/May/19 2:36 AM,22/Nov/10 4:14 AM,,,,,,,,1.0 M1,,,,,Repositories,,,,0,,,,,,,,As suggested by Mark during the review we should rename the {{GenericRepository}} interface to plain {{Repository}}.,,;22/Nov/10 4:14 AM;olivergierke;900,,,,,,,,900,0,900,100%,900,0,900,,,,,,,,,,,,,,,,,,,,,,,,,,,266976000,,,,,,2242,false,tmarshall(tmarshall),,,,0|i00xiv:,5476,6770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade to latest Cassandra drivers,DATACASS-239,66833,,New Feature,Closed,DATACASS,Spring Data for Apache Cassandra,software,mp911de,,,Minor,Fixed,dwebb,dwebb,dwebb,23/Nov/15 9:58 PM,17/Feb/16 1:58 PM,10/May/19 2:36 AM,23/Dec/15 9:59 AM,1.3.1 (Gosling SR1),,,,,,,1.4 M1 (Hopper),,,,,Infrastructure,,,,0,,,,,,,,"Update the project to use:
# cassandra-unit 2.1.9.2
# dse-driver 2.1.7.1
# cassandra-all 2.1.11

Exclude conflicting netty libraries from the dse-driver dependency.",,"Dependency management between all modules that we use.  API changes, etc. Trial and Error.;24/Nov/15 12:52 AM;dwebb;144000",,,,,,,,,0,144000,,,0,144000,,,,,,,DATACASS-193,,,,,,,,,,,,,,,,,,,,109123200,,,,,,9223372036854775807,true,mp911de(mp911de),,,,0|i08x4n:,9223372036854775807,9223372036854775807,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,
Reconsider usage of ingestions for general CQL test cases,DATACASS-197,61956,,Bug,Closed,DATACASS,Spring Data for Apache Cassandra,software,mp911de,,,Minor,Complete,dwebb,olivergierke,olivergierke,26/Jan/15 6:17 AM,09/Feb/16 6:25 PM,10/May/19 2:36 AM,26/Jan/15 7:45 AM,1.0.4 (Dijkstra SR4),1.1.1 (Evans SR1),1.2 M1 (Fowler),,,,,1.0.5 (Dijkstra SR5),1.1.2 (Evans SR2),1.2 RC1 (Fowler),,,1.x: Spring CQL,,,,0,,,,,,,,"The test cases in {{CQLOperationsTests}} are using {{CqlTemplate.ingest(…)}} to ingest data into Cassandra. This is an asynchronous operation but the test cases assert on the presence of the just inserted data right after the ingestion.

This causes the test cases to be likely to fail in case the machine isn't able to insert the data right away.",,Test Fixing;26/Jan/15 7:45 AM;dwebb;3600,,,,,,,,,0,3600,,,0,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,135129600,,,,,2015-01-26 07:45:21.769,9223372036854775807,true,olivergierke(olivergierke),,,,0|i085pr:,9223372036854775807,9223372036854775807,,,55 - Evans SR2,3.0,,"26/Jan/15 7:45 AM;dwebb;Refactored tests that did not need to use ingest() to just use a synchronous insert.

Created new getBookWithRetry() in order to test asynchronous ingest() calls.

Bamboo Build successful.",,,,,,,,,,,,,,,,,,,,,,,
ingest() methods do not cache PreparedStatements causing performance bottleneck,DATACASS-139,58640,,Bug,Closed,DATACASS,Spring Data for Apache Cassandra,software,mp911de,,,Blocker,Complete,dwebb,dwebb,dwebb,04/Jul/14 11:45 AM,09/Feb/16 6:34 PM,10/May/19 2:36 AM,08/Aug/14 5:29 AM,1.0.1 (Dijkstra SR1),,,,,,,1.0.4 (Dijkstra SR4),1.1 RC1 (Evans),,,,Template API,,,,0,,,,,,,,"in CQLOperations/CQLTemplate, the ingest methods take only a CQL String a a multidimensional data structure, and they convert the CQL to a PreparedStatement. 

Currently, the module prepares the statement for every call and this is not the proper way to use PreparedStatements with Cassandra.

Figure out a way to cache the preparedStatements based on the CQL String value to prevent preparing the statement with each call to ingest().",,Working out caching strategy and making sure tests pass.;04/Jul/14 9:44 PM;dwebb;7200,,,,,,,,,0,7200,,,0,7200,,,,,,,,,,,,,,,,,,,,,,,,,,,149904000,,,,,2014-07-10 07:03:57.332,44800,true,tmarshall(tmarshall),,,,0|i07okf:,44852,44502,,,,5.0,,"04/Jul/14 9:44 PM;dwebb;I have converted the SimplePreparedStatementCreator to CachedPreparedStatementCreator, and updated all references.  This was only used in our tests and our CQLTemplate.  I have create a new SimplePreparedStatementCreator with comments on advising against it's use.

CachedPreparedStatementCreator caches all CQL by Session -> Keyspace -> CQL String in a ConcurrentHashMap.
",10/Jul/14 7:03 AM;olivergierke;I've moved the commit for this ticket into a feature branch. Please try not to push partial work to the master branch as we try to be able to release at every point in time.,"08/Aug/14 5:29 AM;dwebb;Caching is completed.  After further analysis, there is no other enhancement to the async ingest methods since they have 1:n operations.",,,,,,,,,,,,,,,,,,,,,
Add support for missing DataTypes to DefaultCassandraRowValueProvider,DATACASS-92,55592,,Bug,Closed,DATACASS,Spring Data for Apache Cassandra,software,mp911de,,,Major,Complete,dwebb,wienczny,wienczny,10/Feb/14 9:17 PM,09/Feb/16 6:25 PM,10/May/19 2:36 AM,17/Feb/14 8:04 PM,1.0 M1 (Dijkstra),,,,,,,1.0 M1 (Dijkstra),,,,,Core,,,,0,,,,,,,,"Currently there is only support for columes of types text, cint and bytes in org.springframework.data.cassandra.convert.DefaultCassandraRowValueProvider. The missing types from DataType should be added.

To reproduce try to read a column of type boolean from cassandra. In this case the column falls through and it is handled as bytes. In the handler for bytes an assertion fails, because datatypes are wrong (boolean != bytes).
This should be reproducible for all datatypes except text, cint and bytes.",,Completed non-Collection mappings.;12/Feb/14 9:28 PM;dwebb;7200,,,,,,,,,0,7200,,,0,7200,,,,,,,,,,,,,,,,,,,,,,,,,,,164764800,,,,,2014-02-12 21:28:29.199,42068,true,olivergierke(olivergierke),,,,0|i004ef:,716,41770,,,Sprint 4,5.0,,"12/Feb/14 9:28 PM;dwebb;Stephan, Give the CI Server time to push a new SNAPSHOT and try your boolean value mapping again.  Everything is working except Set, List and Map, which we plan to get squared away soon.  Thanks for reporting the bug.",13/Feb/14 6:43 AM;wienczny;It seems to work for me. Thanks for your quick response!,17/Feb/14 8:04 PM;dwebb;Completed with all support for Collections.,,,,,,,,,,,,,,,,,,,,,
XML parsing fails on property placeholders,DATACASS-71,53952,,Bug,Closed,DATACASS,Spring Data for Apache Cassandra,software,mp911de,,,Critical,Complete,dwebb,matthewadams,matthewadams,16/Jan/14 5:25 AM,09/Feb/16 6:26 PM,10/May/19 2:36 AM,21/Jan/14 12:31 PM,1.0 M1 (Dijkstra),,,,,,,,,,,,1.x: Spring CQL,Infrastructure,,,0,,,,,,,,"The use of property placeholders (""${ ... }"") causes xml namespace parsing to fail because property placeholder expressions haven't been replaced before xml parsing time.

Test case that causes the error is attached.  Zip is relative to the repo root directory.",,Refactoring the ClusterConfigParser to work with Property-Placeholders.;21/Jan/14 12:31 PM;dwebb;50400,,,,,,,,,0,50400,,,0,50400,,,,,,,,,,,,,,16/Jan/14 5:25 AM;matthewadams;placeholder-bug.zip;https://jira.spring.io/secure/attachment/21621/placeholder-bug.zip,,,,,,,,,,,,,167097600,,,,,2014-01-21 12:31:46.765,40432,true,olivergierke(olivergierke),,,,0|i0713b:,41047,40134,,,,3.0,,"21/Jan/14 12:31 PM;dwebb;Completed the XML Parser over the weekend and now committing.

All attributes now work with Property-Placeholders.",,,,,,,,,,,,,,,,,,,,,,,
Add more queryAsynchronously methods to Operations Interface,DATACASS-69,52683,,New Feature,Closed,DATACASS,Spring Data for Apache Cassandra,software,mp911de,,,Critical,Complete,dwebb,dwebb,dwebb,14/Jan/14 7:59 AM,20/Apr/18 10:20 AM,10/May/19 2:36 AM,23/Jan/14 7:37 PM,1.0 M1 (Dijkstra),,,,,,,1.0 M1 (Dijkstra),,,,,Template API,,,,0,,,,,,,,"Implement the following:

	<T> T queryAsynchronously(final String cql, final QueryOptions options, ResultSetExtractor<T> rse, Long timeout,
			TimeUnit timeUnit);

	ResultSetFuture queryAsynchronously(final String cql, final QueryOptions options);

	void queryAsynchronously(final String cql, final QueryOptions options, Runnable listener, Executor executor);",,Designed interfaces and added impl.;23/Jan/14 7:37 PM;dwebb;14400,,,,,,,,,0,14400,,,0,14400,,,,,,,,,,,,,,,,,,,,,,,,,,,166924800,,,,,,39163,true,mp911de(mp911de),,,,0|i00caf:,2023,38865,,,,3.0,,23/Jan/14 7:37 PM;dwebb;Completed all Async Query Overrides.,,,,,,,,,,,,,,,,,,,,,,,
Support create & drop indexes,DATACASS-62,52310,,New Feature,Closed,DATACASS,Spring Data for Apache Cassandra,software,mp911de,,,Minor,Complete,dwebb,dwebb,dwebb,11/Dec/13 1:50 PM,09/Feb/16 6:34 PM,10/May/19 2:36 AM,13/Dec/13 1:17 PM,1.0 M1 (Dijkstra),,,,,,,,,,,,1.x: Spring CQL,Cassandra Administration,,,0,,,,,,,,"Need CreateIndexSpecification & DropIndexSpecification along with corresponding *CqlGenerator classes.

Model code after *TableSpecification & *TableCqlGenerator classes.",,Implementation of task.;13/Dec/13 1:17 PM;dwebb;15120,,,,,,,,,0,15120,,,0,15120,,,,,,,,,,,,,,,,,,,,,,,,,,,170467200,,,,,,38789,true,tmarshall(tmarshall),,,,0|i06rlb:,39508,38491,,,,5.0,,13/Dec/13 6:41 AM;dwebb;IndexSpecifications Created...moving on to CqlGenerators and Unit Tests.,13/Dec/13 1:17 PM;dwebb;Completed all CQL Generators and Unit/Integration Tests.,,,,,,,,,,,,,,,,,,,,,,
Remove class SpringDataKeyspace,DATACASS-47,52075,,New Feature,Closed,DATACASS,Spring Data for Apache Cassandra,software,mp911de,,,Major,Complete,dwebb,matthewadams,matthewadams,26/Nov/13 8:36 AM,09/Feb/16 6:34 PM,10/May/19 2:36 AM,12/Dec/13 11:21 AM,1.0 M1 (Dijkstra),,,,,,,,,,,,Cassandra Administration,Core,,,0,,,,,,,,This class appears to provide little value & should be removed.,,"Completed removal of class, refactoring, and unit test cleanup.;12/Dec/13 11:21 AM;dwebb;3600",,,,,,,,,0,3600,,,0,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,170553600,,,,,2013-12-12 11:21:55.23,38555,true,tmarshall(tmarshall),,,,0|i06qb3:,39300,38257,,,,2.0,,"12/Dec/13 11:21 AM;dwebb;Completed removal of class, refactoring, and unit test cleanup.",,,,,,,,,,,,,,,,,,,,,,,
Better PreparedStatement Support,DATACASS-39,52011,51789,Sub-task,Closed,DATACASS,Spring Data for Apache Cassandra,software,mp911de,,,Minor,Complete,dwebb,dwebb,dwebb,22/Nov/13 8:37 PM,09/Feb/16 6:34 PM,10/May/19 2:36 AM,25/Nov/13 7:43 PM,1.0 M1 (Dijkstra),,,,,,,1.0 M1 (Dijkstra),,,,,Template API,,,,0,,,,,,,,"Currently we have a PreparedStatementCreator very similar to Spring-JDBC.  This needs to be tuned for better usability given how the DataStax Driver actually uses BoundStatement for execution.

Need support for:
# Caching a PreparedStatement for many operations
",,Design and Code.;25/Nov/13 7:43 PM;dwebb;23520,,,,,,,,,0,23520,,,0,23520,,,,,,,,,,,,,,,,,,,,,,,,,,,172022400,,,,,,38493,true,tmarshall(tmarshall),,,,0|i06q1b:,39256,38195,,,,5.0,,25/Nov/13 12:25 PM;dwebb;This is acheived now through the ingest() methods in CassandraOperations.,"25/Nov/13 7:43 PM;dwebb;Completed the ingest() methods on CassandraOperations and CassandraTemplate.  
Unit tests added for all 3 new methods.
Changed the CassandraOperationsTest to use the new AbstractEmbeddedCassandraIntegrationTest and I un-hooked the Spring Context from the integration test.",,,,,,,,,,,,,,,,,,,,,,
Unit Tests for CassandraOperations,DATACASS-35,51852,51789,Sub-task,Closed,DATACASS,Spring Data for Apache Cassandra,software,mp911de,,,Major,Complete,dwebb,dwebb,dwebb,14/Nov/13 12:16 PM,05/May/17 5:04 PM,10/May/19 2:36 AM,27/Nov/13 1:27 PM,,,,,,,,,,,,,Template API,,,,0,,,,,,,,Create Unit tests coverage for all CassandraOperations.,,Test Creation;27/Nov/13 1:27 PM;dwebb;28800,,,,,,,,,0,28800,,,0,28800,,,,,,,,,,,,,,,,,,,,,,,,,,,63417600,,,,,2017-05-05 17:04:52.453,38334,true,sureshreddy.adi@gmail.com(sureshreddy.adi@gmail.com),,,,0|i06pc7:,39143,38036,,,,2.0,,27/Nov/13 1:27 PM;dwebb;Completed Tests,"05/May/17 5:04 PM;sureshreddy.adi@gmail.com;Can you please share the git link to code ?
thanks ",,,,,,,,,,,,,,,,,,,,,,
Convert Template to ThriftTemplate with full wrappers and Callbacks,DATACASS-27,49859,,New Feature,Closed,DATACASS,Spring Data for Apache Cassandra,software,mp911de,,,Blocker,Complete,dwebb,dwebb,dwebb,21/Jul/13 10:49 AM,09/Feb/16 6:34 PM,10/May/19 2:36 AM,21/Jul/13 1:33 PM,1.0 M1 (Dijkstra),,,,,,,,,,,,Template API,,,,0,,,,,,,,Refactor the Template class to better use the Callback pattern and exception translation.  Put all calls to C* through the execute methods that translate exceptions.,,Code changes.;21/Jul/13 1:33 PM;dwebb;4800,,,,,,,,,0,4800,,,0,4800,,,,,,,,,,,,,,,,,,,,,,,,,,,182995200,,,,,,36360,true,tmarshall(tmarshall),,,,0|i06gg7:,37703,36062,,,,5.0,,21/Jul/13 1:33 PM;dwebb;Completed refactoring.,,,,,,,,,,,,,,,,,,,,,,,
Create ExceptionTranslator and fold into Template API,DATACASS-24,49856,,New Feature,Closed,DATACASS,Spring Data for Apache Cassandra,software,mp911de,,,Blocker,Complete,matthewadams,dwebb,dwebb,21/Jul/13 8:10 AM,09/Feb/16 6:34 PM,10/May/19 2:36 AM,25/Nov/13 7:23 AM,1.0 M1 (Dijkstra),,,,,,,,,,,,Template API,,,,0,,,,,,,,Create an ExceptionMapping Class for the C* exceptions and use in the Template API to ensure user only gets Spring DataAccessExceptions.,,Researched Astyanax Exception types and created the Exception Translator.;21/Jul/13 10:09 AM;dwebb;7200,,,,,,,,,0,7200,,,0,7200,,,,,,,,,,,,,,,,,,,,,,,,,,,173577600,,,,,,36358,true,tmarshall(tmarshall),,,,0|i06gfz:,37702,36060,,,,5.0,,21/Jul/13 10:10 AM;dwebb;Completed and Checked In.,07/Nov/13 11:22 AM;dwebb;Need to double check this against ExceptionTranslator from Alex.,,,,,,,,,,,,,,,,,,,,,,
Delete Operations,DATACASS-19,48844,48826,Sub-task,Closed,DATACASS,Spring Data for Apache Cassandra,software,mp911de,,,Critical,Complete,dwebb,dwebb,dwebb,30/May/13 6:31 AM,09/Feb/16 6:34 PM,10/May/19 2:36 AM,30/May/13 7:13 AM,,,,,,,,1.0 M1 (Dijkstra),,,,,Template API,,,,0,,,,,,,,"Define and implement the Delete Operations.

# Delete One
# Delete Collection",,;30/May/13 7:14 AM;dwebb;1800,,,,,,,,,0,1800,,,0,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,187488000,,,,,,35357,true,tmarshall(tmarshall),,,,0|i06cdj:,37043,35059,,,Sprint 1,0.0,,"30/May/13 7:13 AM;dwebb;Completed:

{code}
remove(T)
{code}
{code}
remove(Collection<T>)
{code}

Both added to unit tests and passing unit tests and functional tests.
",30/May/13 7:13 AM;dwebb;Completed work.,,,,,,,,,,,,,,,,,,,,,,
Update (Save) Operations,DATACASS-18,48843,48826,Sub-task,Closed,DATACASS,Spring Data for Apache Cassandra,software,mp911de,,,Minor,Fixed,dwebb,dwebb,dwebb,30/May/13 6:30 AM,09/Feb/16 6:34 PM,10/May/19 2:36 AM,30/May/13 7:12 AM,,,,,,,,1.0 M1 (Dijkstra),,,,,Template API,,,,0,,,,,,,,"Define and implement the Update(Save) Operations.

# Update One
# Update Collection",,;30/May/13 7:12 AM;dwebb;1800,,,,,,,,,0,1800,,,0,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,187488000,,,,,,35356,true,tmarshall(tmarshall),,,,0|i06cdb:,37042,35058,,,Sprint 1,0.0,,"30/May/13 7:12 AM;dwebb;Completed:

{code}
save(T)
{code}
{code}
save(Collection<T>)
{code}

Both added to unit tests and both passing unit and functional tests.",,,,,,,,,,,,,,,,,,,,,,,
Create Operations,DATACASS-17,48842,48826,Sub-task,Closed,DATACASS,Spring Data for Apache Cassandra,software,mp911de,,,Minor,Fixed,dwebb,dwebb,dwebb,30/May/13 6:30 AM,09/Feb/16 6:34 PM,10/May/19 2:36 AM,30/May/13 6:52 AM,,,,,,,,1.0 M1 (Dijkstra),,,,,Template API,,,,0,,,,,,,,"Define and implement the Create Operations.

# Create One
# Create Collection",,;30/May/13 6:57 AM;dwebb;3600,,,,,,,,,0,3600,,,0,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,187488000,,,,,,35355,true,tmarshall(tmarshall),,,,0|i06cd3:,37041,35057,,,Sprint 1,0.0,,"30/May/13 6:52 AM;dwebb;Completed:

{code}insert(T){code}
{code}insert(Collection<T>){code}

Both added to Unit Tests.

Unit and Functional tests passing.",,,,,,,,,,,,,,,,,,,,,,,
Upgrade to Spring Integration 2.0,BATCHADM-58,32297,,Task,Resolved,BATCHADM,Spring Batch Admin,software,mminella,"NOTE: Spring Batch Admin will be moving into the Spring Attic with an end of life date to be December 31, 2017. The functionality of Spring Batch Admin has been mostly duplicated and expanded upon via Spring Cloud Data Flow and we encourage all users to migrate to that going forward. Documentation on that migration process can be found in the Spring Batch Admin Github repository here.
",https://docs.spring.io/spring-batch-admin/trunk/,Major,Complete,david_syer,david_syer,david_syer,19/Jul/10 9:37 PM,11/Aug/10 5:48 AM,10/May/19 2:36 AM,11/Aug/10 5:48 AM,,,,,,,,1.2.0.M1,,,,,,,,,0,,,,,,,,,,;11/Aug/10 5:48 AM;david_syer;28800,,,,,,,,7200,0,28800,400%,7200,0,28800,,,,,,,,,,,,,,,,,,,,,,,,,,,277862400,,,,,,3730,false,david_syer(david_syer),,,,0|i02z4v:,17402,16693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finish remote chunking implementation: update step execution with progress data from remote side,BATCHADM-49,30941,,Task,Resolved,BATCHADM,Spring Batch Admin,software,mminella,"NOTE: Spring Batch Admin will be moving into the Spring Attic with an end of life date to be December 31, 2017. The functionality of Spring Batch Admin has been mostly duplicated and expanded upon via Spring Cloud Data Flow and we encourage all users to migrate to that going forward. Documentation on that migration process can be found in the Spring Batch Admin Github repository here.
",https://docs.spring.io/spring-batch-admin/trunk/,Major,Complete,david_syer,david_syer,david_syer,08/Apr/10 2:07 AM,27/Apr/10 11:05 PM,10/May/19 2:36 AM,27/Apr/10 11:05 PM,,,,,,,,1.0.0.RC1,,,,,Integration,,,,0,,,,,,,,Finish remote chunking implementation: update step contributions from remote side.,,;08/Apr/10 2:11 AM;david_syer;14400,;27/Apr/10 11:05 PM;david_syer;14400,,,,,,,28800,0,28800,100%,28800,0,28800,,,,,,,,,,,,,,,,,,,,,,,,,,,285724800,,,,,,3739,false,david_syer(david_syer),,,,0|i02z7z:,17416,16836,,,,,,"08/Apr/10 2:11 AM;david_syer;Added RemoteChunkHandlerFactoryBean to split an existing step into master-worker.  Needs some reflection hacks to pull out the components of the step, but that's probably OK as long as we are clear that it only works for existing <step/> with nested <chunk/>.","09/Apr/10 8:34 PM;david_syer;Added JMS integration test.  Everything works but 1) the skip/retry semantics are different than a local step, 2) there are windows for middleware failure where data could be lost because the JMS receive for the master is not in the same transaction (or thread) as the Step.",19/Apr/10 3:35 AM;david_syer;Added check for redelivered header (which would signal a problem on the master).,,,,,,,,,,,,,,,,,,,,,
Remove MessageOrientedStep,BATCHADM-48,30932,,Task,Resolved,BATCHADM,Spring Batch Admin,software,mminella,"NOTE: Spring Batch Admin will be moving into the Spring Attic with an end of life date to be December 31, 2017. The functionality of Spring Batch Admin has been mostly duplicated and expanded upon via Spring Cloud Data Flow and we encourage all users to migrate to that going forward. Documentation on that migration process can be found in the Spring Batch Admin Github repository here.
",https://docs.spring.io/spring-batch-admin/trunk/,Major,Fixed,david_syer,david_syer,david_syer,07/Apr/10 9:08 PM,07/Apr/10 9:37 PM,10/May/19 2:36 AM,07/Apr/10 9:36 PM,,,,,,,,1.0.0.RC1,,,,,,,,,0,,,,,,,,Remove MessageOrientedStep.  It doesn't add much value because a Gateway with interface Tasklet or Step would do the same job.,,;07/Apr/10 9:37 PM;david_syer;3600,,,,,,,,3600,3600,3600,100%,3600,3600,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,286761600,,,,,,3740,false,david_syer(david_syer),,,,0|i02z8f:,17418,16838,,,,,,07/Apr/10 9:36 PM;david_syer;Fixed - replaced MessageOrientedStep with a simple delegate pattern and a gateway.,,,,,,,,,,,,,,,,,,,,,,,
Downgrade to Spring Integration 1.0,BATCHADM-41,30764,,Task,Resolved,BATCHADM,Spring Batch Admin,software,mminella,"NOTE: Spring Batch Admin will be moving into the Spring Attic with an end of life date to be December 31, 2017. The functionality of Spring Batch Admin has been mostly duplicated and expanded upon via Spring Cloud Data Flow and we encourage all users to migrate to that going forward. Documentation on that migration process can be found in the Spring Batch Admin Github repository here.
",https://docs.spring.io/spring-batch-admin/trunk/,Major,Complete,david_syer,david_syer,david_syer,27/Mar/10 1:09 AM,27/Mar/10 3:17 AM,10/May/19 2:36 AM,27/Mar/10 3:17 AM,,,,,,,,1.0.0.M3,,,,,,,,,0,,,,,,,,"The 2.0 release date is slipping, so it would be safer to depend on 1.0",,;27/Mar/10 3:17 AM;david_syer;28800,,,,,,,,86400,57600,28800,33%,86400,57600,28800,,,,,,,,,,,,,,,,,,,,,,,,,,,287798400,,,,,,3747,false,david_syer(david_syer),,,,0|i02zaf:,17427,16847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upgrade to use jdbc: namespace,BATCHADM-40,30698,,Task,Resolved,BATCHADM,Spring Batch Admin,software,mminella,"NOTE: Spring Batch Admin will be moving into the Spring Attic with an end of life date to be December 31, 2017. The functionality of Spring Batch Admin has been mostly duplicated and expanded upon via Spring Cloud Data Flow and we encourage all users to migrate to that going forward. Documentation on that migration process can be found in the Spring Batch Admin Github repository here.
",https://docs.spring.io/spring-batch-admin/trunk/,Major,Complete,david_syer,david_syer,david_syer,22/Mar/10 4:59 AM,22/Mar/10 5:01 AM,10/May/19 2:36 AM,22/Mar/10 5:01 AM,,,,,,,,1.0.0.M3,,,,,,,,,0,,,,,,,,,,;22/Mar/10 5:01 AM;david_syer;28800,,,,,,,,86400,86400,28800,33%,86400,86400,28800,,,,,,,,,,,,,,,,,,,,,,,,,,,288144000,,,,,,3748,false,david_syer(david_syer),,,,0|i02zan:,17428,16848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Job configuration upload overwrites all existing jobs,BATCHADM-38,30569,,Bug,Resolved,BATCHADM,Spring Batch Admin,software,mminella,"NOTE: Spring Batch Admin will be moving into the Spring Attic with an end of life date to be December 31, 2017. The functionality of Spring Batch Admin has been mostly duplicated and expanded upon via Spring Cloud Data Flow and we encourage all users to migrate to that going forward. Documentation on that migration process can be found in the Spring Batch Admin Github repository here.
",https://docs.spring.io/spring-batch-admin/trunk/,Major,Fixed,david_syer,david_syer,david_syer,12/Mar/10 4:43 PM,12/Mar/10 7:02 PM,10/May/19 2:36 AM,12/Mar/10 7:02 PM,1.0.0.M3,,,,,,,1.0.0.M3,,,,,Manager,,,,0,,,,,,,,"Job configuration upload either overwrites existing jobs or throws duplicate job exception (depending on whether we choose to reload() or load() it in the JobLoader).  There is no way to identify the Resource that is being loaded, so any resource coming from an upload is treated equally.  Might be tough to fix in general, but at least something with the original filename might be do-able.",,;12/Mar/10 7:02 PM;david_syer;7200,,,,,,,,14400,7200,7200,50%,14400,7200,7200,,,,,,,,,,,,,,,,,,,,,,,,,,,289008000,,,,,,3750,false,david_syer(david_syer),,,,0|i02zef:,17445,16865,,,,,,12/Mar/10 7:02 PM;david_syer;Fixed up to the point where the uploaded filename has to be unique: i.e. jobs will overwrite those previously loaded in files with the same name.  Best practice is to name the files differently (per job or job category anyway).,,,,,,,,,,,,,,,,,,,,,,,
Change naming convention for root context overrides,BATCHADM-34,30304,,Task,Resolved,BATCHADM,Spring Batch Admin,software,mminella,"NOTE: Spring Batch Admin will be moving into the Spring Attic with an end of life date to be December 31, 2017. The functionality of Spring Batch Admin has been mostly duplicated and expanded upon via Spring Cloud Data Flow and we encourage all users to migrate to that going forward. Documentation on that migration process can be found in the Spring Batch Admin Github repository here.
",https://docs.spring.io/spring-batch-admin/trunk/,Major,Complete,david_syer,david_syer,david_syer,24/Feb/10 7:51 PM,01/Apr/10 9:06 PM,10/May/19 2:36 AM,01/Apr/10 9:06 PM,,,,,,,,1.0.0.M3,,,,,,,,,0,,,,,,,,Change naming convention for root context overrides.  Using META-INF/spring causes clashes with Spring DM in an OSGi container.,,;01/Apr/10 9:06 PM;david_syer;14400,,,,,,,,14400,0,14400,100%,14400,0,14400,,,,,,,,,,,,,,,,,,,,,,,,,,,290390400,,,,,,3754,false,david_syer(david_syer),,,,0|i02z93:,17421,16841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
